Vendor,Cable Zone,D of W,Time,Program Name,Rating P25+,Rating P35+,Rating W35+,Imp P25+,Imp W35+,Share P25+,PUT P25+,Share P35+,PUT P35+,Rate 1,Rate 2,Rate 3,Rate 4,Rate 5,Comments,Start Date,End Date,,,
KLFY,,Mon-Fri,0600P-0630P,Eyewitness News at 6,10,,,,,,,,,1185,790,525,350,,,,,,,
KLFY,,A,0600P-0630P,Eyewitness News,2.6,,,,,,,,,600,400,265,175,,,,,,,
KLFY,,U,0530P-0600P,Eyewitness News,5,,,,,,,,,600,400,265,175,,,,,,,
KLFY,,Mon-Fri,0630P-0700P,Entertainment Tonight,6.4,,,,,,,,,765,510,340,225,,,,,,,
KLFY,,Mon-Fri,1000P-1035P,Eyewitness News at 10,8.3,,,,,,,,,1185,790,525,350,,,,,,,
KLFY,,A,1000P-1030P,Eyewitness News,6.3,,,,,,,,,765,510,340,225,,,,,,,
KLFY,,U,1000P-1030P,Eyewitness News,8.4,,,,,,,,,1015,675,450,300,,,,,,,
KLFY,,Mon-Fri,1035P-1140P,Late Night with David Letterman,2.7,,,,,,,,,270,180,120,80,,,,,,,
KLFY,,A,0500A-0600A,Passe Partout - The Weekend,2.1,,,,,,,,,340,225,150,100,,,,,,,
KLFY,,A,0600A-0800A,CBS News Saturday Morning,2.2,,,,,,,,,340,225,150,100,,,,,,,
KLFY,,U,0700A-0800A,Passe Partout - The Weekend,2.6,,,,,,,,,340,225,150,100,,,,,,,
KLFY,,U,0800A-0930A,CBS News Sunday Morning,4.8,,,,,,,,,340,225,150,100,,,,,,,
KLFY,,U,0930A-1030A,Face the Nation,1.9,,,,,,,,,340,225,150,100,,,,,,,
KLFY,,U,1035P-1135P,ET Weekend,2.3,,,,,,,,,340,225,150,100,,,,,,,
KLFY,,M,0700P-0800P,Big Bang Theory/MOM,4.5,,,,,,,,,1860,1240,825,550,,,,,,,
KLFY,,M,0800P-0900P,Scorpion,4,,,,,,,,,1185,790,525,350,,,,,,,
KLFY,,M,0900P-1000P,NCIS: Los Angeles,3,,,,,,,,,1010,675,450,300,,,,,,,
KLFY,,T,0700P-0800P,NCIS,7.3,,,,,,,,,1275,850,565,375,,,,,,,
KLFY,,T,0800P-0900P,NCIS: Los Angeles,7.6,,,,,,,,,1690,1125,750,500,,Ends 9/16,,,,,
KLFY,,T,0800P-0900P,NCIS: New Orleans,7.6,,,,,,,,,1690,1125,750,500,,Begins 9/23,,,,,
KLFY,,T,0900P-1000P,Person of Interest,5.6,,,,,,,,,1010,675,450,300,,,,,,,
KLFY,,W,0700P-0800P,Survivor (Premiere 9/17),4,,,,,,,,,1350,900,600,400,,,,,,,
KLFY,,W,0800P-0900P,Criminal Minds,4.6,,,,,,,,,1350,900,600,400,,,,,,,
KLFY,,W,0900P-1000P,Stalker,4.8,,,,,,,,,1010,675,450,300,,,,,,,
KLFY,,R,0700P-0800P,Big Bang Theory/The Millers,7.7,,,,,,,,,1860,1240,825,550,,,,,,,
KLFY,,R,0800P-0900P,Two and a Half Men/The McCarthy's,4.5,,,,,,,,,1690,1125,750,500,,,,,,,
KLFY,,R,0900P-1000P,Elementary,6.9,,,,,,,,,1690,1125,750,500,,,,,,,
KLFY,,F,0700P-0800P,Amazing Race,5.6,,,,,,,,,675,450,300,200,,,,,,,
KLFY,,F,0800P-0900P,Hawaii 5-0,5,,,,,,,,,675,450,300,200,,,,,,,
KLFY,,F,0900P-1000P,Blue Bloods,6.2,,,,,,,,,850,565,375,250,,,,,,,
KLFY,,A,0700P-0800P,Crimetime Saturday,1.2,,,,,,,,,510,340,225,150,,,,,,,
KLFY,,A,0800P-0900P,Crimetime Saturday,1.5,,,,,,,,,510,340,225,150,,,,,,,
KLFY,,A,0900P-1000P,48 Hours: Mystery,2.6,,,,,,,,,510,340,225,150,,,,,,,
KLFY,,U,0600P-0700P,60 Minutes,9.4,,,,,,,,,1525,1015,675,450,,,,,,,
KLFY,,U,0700P-0800P,Madam Secretary,5.7,,,,,,,,,1015,675,450,300,,,,,,,
KLFY,,U,0800P-0900P,The Good Wife,6.2,,,,,,,,,1015,675,450,300,,,,,,,
KLFY,,U,0900P-1000P,CSI,7,,,,,,,,,1015,675,450,300,,,,,,,
KATC,,Mon-Fri,0500A-0600A,Good Morning Acadiana,4.9,,,,,,,,,275,210,145,,,,,,,,
KATC,,Mon-Fri,0600A-0700A,Good Morning Acadiana,8.4,,,,,,,,,620,495,370,,,,,,,,
KATC,,Mon-Fri,0700A-0900A,Good Morning America,4.6,,,,,,,,,310,245,180,,,,,,,,
KATC,,Mon-Fri,0430A-0500A,Good Morning Acadiana,0.2,,,,,,,,,35,25,15,,,,,,,,
KATC,,A,0700A-0800A,Good Morning America Saturday,2,,,,,,,,,145,110,75,,,,,,,,
KATC,,U,0700A-0800A,Good Morning America Sunday,1.2,,,,,,,,,100,75,50,,,,,,,,
KATC,,U,0800A-0900A,This Week with G. Stephanopoulos,1.2,,,,,,,,,55,40,25,,,,,,,,
KATC,,Mon-Fri,0900A-1000A,Dr. Oz,1.6,,,,,,,,,175,135,95,,,Begins 9/8,,,,,
KATC,,Mon-Fri,0900A-1000A,Bethenny,1.7,,,,,,,,,115,90,65,,,Ends 9/5,,,,,
KATC,,Mon-Fri,1000A-1100A,The View,2,,,,,,,,,275,210,145,,,,,,,,
KATC,,Mon-Fri,1100A-1200P,Rachel Ray,0.9,,,,,,,,,85,65,45,,,,,,,,
KATC,,Mon-Fri,1200P-0100P,The Chew,1.7,,,,,,,,,100,75,50,,,,,,,,
KATC,,Mon-Fri,0100P-0200P,General Hospital,1.3,,,,,,,,,105,80,55,,,,,,,,
KATC,,Mon-Fri,0200P-0300P,Katie,0.9,,,,,,,,,100,75,50,,,Ends 9/5,,,,,
KATC,,Mon-Fri,0200P-0300P,The Real,0.9,,,,,,,,,100,75,50,,,Begins 9/15,,,,,
KATC,,Mon-Fri,0300P-0400P,Steve Harvey,1.7,,,,,,,,,175,135,95,,,Begins 9/8,,,,,
KATC,,Mon-Fri,0300P-0400P,Dr. Oz,1.6,,,,,,,,,180,140,100,,,Ends 9/5,,,,,
KATC,,Mon-Fri,0400P-0500P,Ellen,2,,,,,,,,,210,160,110,,,,,,,,
KATC,,Mon-Fri,0500P-0530P,Acadiana News at 5,11.7,,,,,,,,,600,475,350,,,,,,,,
KATC,,Mon-Fri,0600P-0630P,Acadiana News at 6,12.2,,,,,,,,,635,510,385,,,,,,,,
KATC,,A,0530P-0600P,ABC World News Saturday,0.7,,,,,,,,,260,195,130,,,,,,,,
KATC,,A,0600P-0630P,Acadiana News at 6 Saturday,4.8,,,,,,,,,260,195,130,,,,,,,,
KATC,,U,0500P-0530P,ABC World News Sunday,2.5,,,,,,,,,260,195,130,,,,,,,,
KATC,,U,0530P-0600P,Acadiana News at 5:30 Sunday,3.5,,,,,,,,,265,200,135,,,,,,,,
KATC,,Mon-Fri,0630P-0700P,Wheel of Fortune,12.9,,,,,,,,,640,515,390,,,,,,,,
KATC,,A,0630P-0700P,Wheel of Fortune Weekend,4.8,,,,,,,,,270,205,140,,,,,,,,
KATC,,Mon-Fri,1000P-1035P,Acadiana News at 10,8,,,,,,,,,645,520,395,,,,,,,,
KATC,,A,1000P-1035P,Acadiana News at 10 Saturday,4,,,,,,,,,450,350,250,,,,,,,,
KATC,,A,1030P-1105P,Acadiana News at 10 Saturday,3,,,,,,,,,475,375,275,,,1030P begins 8/30,,,,,
KATC,,U,1000P-1035P,Acadiana News at 10 Sunday,6.6,,,,,,,,,640,515,390,,,,,,,,
KATC,,F,1105P-1205A,Jimmy Kimmel Live,0.6,,,,,,,,,215,165,115,,,Ends 8/22 and begins again 12/5,,,,,
KATC,,M-R,1035P-1135P,Jimmy Kimmel Live,2.8,,,,,,,,,180,140,100,,,,,,,,
KATC,,F,1035P-1105P,Friday Night High School Football Recap,3.1,,,,,,,,,395,315,235,,,8/29 - 11/28,,,,,
KATC,,U,1035P-1105P,Inside Edition Weekend Sunday,0.5,,,,,,,,,210,160,110,,,,,,,,
KATC,,M,0700P-0900P,Dancing with the Stars (9/15 Prem),8.4,,,,,,,,,1050,875,700,,,Begins 9/15,,,,,
KATC,,M,0700P-0900P,Bachelor in Paradise,4.9,,,,,,,,,625,500,375,,,Ends 9/8,,,,,
KATC,,M,0900P-1000P,Mistresses,2.1,,,,,,,,,625,500,375,,,Ends 9/22,,,,,
KATC,,M,0900P-1000P,Castle (9/29 Prem),7.1,,,,,,,,,690,590,440,,,Begins 9/29,,,,,
KATC,,T,0700P-1000P,CMA Fest on 8/5,,,,,,,,,,,,,,,Only 8/5,,,,,
KATC,,T,0900P-1000P,Forever (9/29 Prem),5.8,,,,,,,,,625,500,375,,,Begins 9/29,,,,,
KATC,,T,0700P-0730P,Selfie (9/30 Prem),5.9,,,,,,,,,625,500,375,,,Begins 9/30,,,,,
KATC,,T,0730P-0800P,Manhattan Love Story (9/30 Prem),4.5,,,,,,,,,625,500,375,,,Begins 9/30,,,,,
KATC,,T,0800P-0900P,Marvel Agent S.H.I.E.LD. (9/23 Prem),6.1,,,,,,,,,625,500,375,,,Begins 9/23,,,,,
KATC,,W,0700P-0730P,The Middle (9/24 Prem),6.9,,,,,,,,,525,425,325,,,,,,,,
KATC,,W,0730P-0800P,Suburgatory,,,,,,,,,,500,400,300,,,Ends 9/17,,,,,
KATC,,W,0730P-0800P,The Goldbergs (9/24 Prem),1.7,,,,,,,,,625,500,375,,,Begins 9/24,,,,,
KATC,,W,0800P-0830P,Modern Family (9/24 Prem),6.7,,,,,,,,,1000,825,650,,,,,,,,
KATC,,W,0830P-0900P,Mixology,,,,,,,,,,625,500,375,,,Ends 9/17,,,,,
KATC,,W,0830P-0900P,Black-ish (9/24 Prem),2.9,,,,,,,,,625,500,375,,,Begins 9/24,,,,,
KATC,,W,0900P-1000P,Nashville (9/24 Prem),6.7,,,,,,,,,675,550,425,,,Ends 9/17,,,,,
KATC,,W,0900P-1000P,Motive,3.5,,,,,,,,,625,500,375,,,Ends 9/17,,,,,
KATC,,R,0700P-0800P,Grey's Anatomy (Prem 9/25),6.6,,,,,,,,,1000,825,650,,,Beings 9/25,,,,,
KATC,,R,0700P-0800P,The Quest,2,,,,,,,,,600,475,350,,,Ends 9/18,,,,,
KATC,,R,0800P-0900P,Rookie Blue,2.9,,,,,,,,,600,475,350,,,Ends 8/21,,,,,
KATC,,R,0800P-0900P,Scandal (Prem 9/25),6.6,,,,,,,,,800,650,500,,,Begins 9/25,,,,,
KATC,,R,0800P-0900P,Astronaut Wives Club,,,,,,,,,,600,475,350,,,Airs  8/21 - 9/25,,,,,
KATC,,R,0900P-1000P,NY Med,3.3,,,,,,,,,525,425,325,,,Ends 9/18,,,,,
KATC,,R,0900P-1000P,How to Get Away With Murder (Prem 9/25),4.7,,,,,,,,,750,600,450,,,,,,,,
KATC,,F,0700P-0800P,Shark Tank ,3.2,,,,,,,,,600,475,350,,,Ends 9/19,,,,,
KATC,,F,0800P-0900P,What Would You Do?,3.1,,,,,,,,,455,365,275,,,Ends 9/19,,,,,
KATC,,F,0900P-1000P,20/20,2.7,,,,,,,,,490,390,290,,,,,,,,
KATC,,U,0600P-0700P,America's Funniest Home Videos,2.4,,,,,,,,,520,420,320,,,,,,,,
KATC,,U,0700P-0800P,Wipeout,2.8,,,,,,,,,520,420,320,,,Ends 9/21,,,,,
KATC,,U,0800P-0900P,Rising Star,2.8,,,,,,,,,600,475,350,,,Ends 9/21,,,,,
KATC,,F,0700P-0730P,Last Man Standing (Prem 10/3),3.8,,,,,,,,,480,380,280,,,Begins 10/3,,,,,
KATC,,F,0730P-0800P,Cristela (Prem 10/10),3.2,,,,,,,,,480,380,280,,,Begins 10/10,,,,,
KATC,,F,0800P-0900P,Shark Tank (Prem 10/3),4.3,,,,,,,,,600,475,350,,,Begins 10/3,,,,,
KATC,,U,0700P-0800P,Once Upon a Time (Prem 9/28),1.5,,,,,,,,,750,600,450,,,Begins 9/28,,,,,
KATC,,U,0800P-0900P,Resurrection (Prem 9/28),6.5,,,,,,,,,650,525,400,,,Begins 9/28,,,,,
KATC,,U,0900P-1000P,Revenge (Prem 9/28),3,,,,,,,,,750,600,450,,,Begins 9/28,,,,,
KATC,,T,0700P-0900P,Extreme Weight Loss,2.1,,,,,,,,,,425,,,,,,,,,
KATC,,T,0900P-1000P,Celebrity Wife Swap,1,,,,,,,,,,425,,,,,,,,,
KATC,,F,0700P-0800P,Stand Up to Cancer,3.2,,,,,,,,,,440,,,,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,BET,,,,,,,,,,,,,,4,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,BRVO,,,,,,,,,,,,,,4,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,CNN,,,,,,,,,,,,,,13,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,ESPN,,,,,,,,,,,,,,19,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,FAM,,,,,,,,,,,,,,3,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,FOOD,,,,,,,,,,,,,,4,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,FXNC,,,,,,,,,,,,,,21,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,HGTV,,,,,,,,,,,,,,5,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,LIF,,,,,,,,,,,,,,7,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,TBS,,,,,,,,,,,,,,6,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,TLC,,,,,,,,,,,,,,4,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,TNT,,,,,,,,,,,,,,6,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0500A-0900A,USA,,,,,,,,,,,,,,7,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,BET,,,,,,,,,,,,,,7,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,BRVO,,,,,,,,,,,,,,4,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,CNN,,,,,,,,,,,,,,6,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,ESPN,,,,,,,,,,,,,,19,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,FAM,,,,,,,,,,,,,,3,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,FOOD,,,,,,,,,,,,,,7,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,FXNC,,,,,,,,,,,,,,12,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,HGTV,,,,,,,,,,,,,,9,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,LIF,,,,,,,,,,,,,,9,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,TBS,,,,,,,,,,,,,,6,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,TLC,,,,,,,,,,,,,,5,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,TNT,,,,,,,,,,,,,,7,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Fri,0900A-0300P,USA,,,,,,,,,,,,,,7,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,BET,,,,,,,,,,,,,,8,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,BRVO,,,,,,,,,,,,,,8,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,CNN,,,,,,,,,,,,,,13,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,ESPN,,,,,,,,,,,,,,30,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,FAM,,,,,,,,,,,,,,5,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,FOOD,,,,,,,,,,,,,,8,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,FXNC,,,,,,,,,,,,,,26,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,HGTV,,,,,,,,,,,,,,14,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,LIF,,,,,,,,,,,,,,14,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,TBS,,,,,,,,,,,,,,14,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,TLC,,,,,,,,,,,,,,8,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,TNT,,,,,,,,,,,,,,16,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0300P-0700P,USA,,,,,,,,,,,,,,15,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,BET,,,,,,,,,,,,,,13,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,BRVO,,,,,,,,,,,,,,13,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,CNN,,,,,,,,,,,,,,28,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,ESPN,,,,,,,,,,,,,,44,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,FAM,,,,,,,,,,,,,,8,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,FOOD,,,,,,,,,,,,,,13,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,FXNC,,,,,,,,,,,,,,38,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,HGTV,,,,,,,,,,,,,,23,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,LIF,,,,,,,,,,,,,,26,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,TBS,,,,,,,,,,,,,,26,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,TLC,,,,,,,,,,,,,,11,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,TNT,,,,,,,,,,,,,,28,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,Mon-Sun,0700P-1200A,USA,,,,,,,,,,,,,,28,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,BET,,,,,,,,,,,,,,6,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,BRVO,,,,,,,,,,,,,,5,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,CNN,,,,,,,,,,,,,,9,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,ESPN,,,,,,,,,,,,,,22,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,FAM,,,,,,,,,,,,,,6,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,FOOD,,,,,,,,,,,,,,6,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,FXNC,,,,,,,,,,,,,,29,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,HGTV,,,,,,,,,,,,,,13,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,LIF,,,,,,,,,,,,,,13,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,TBS,,,,,,,,,,,,,,11,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,TLC,,,,,,,,,,,,,,6,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,TNT,,,,,,,,,,,,,,12,,,,,,
Cox - East Acadiana 1983, East Acadiana 1983,A-U,0600A-0300P,USA,,,,,,,,,,,,,,22,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,BET,,,,,,,,,,,,,,2,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,BRVO,,,,,,,,,,,,,,2,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,CNN,,,,,,,,,,,,,,6,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,ESPN,,,,,,,,,,,,,,10,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,FAM,,,,,,,,,,,,,,2,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,FOOD,,,,,,,,,,,,,,3,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,FXNC,,,,,,,,,,,,,,13,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,HGTV,,,,,,,,,,,,,,3,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,LIF,,,,,,,,,,,,,,4,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,TBS,,,,,,,,,,,,,,3,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,TLC,,,,,,,,,,,,,,3,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,TNT,,,,,,,,,,,,,,3,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0500A-0900A,USA,,,,,,,,,,,,,,4,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,BET,,,,,,,,,,,,,,4,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,BRVO,,,,,,,,,,,,,,2,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,CNN,,,,,,,,,,,,,,4,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,ESPN,,,,,,,,,,,,,,10,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,FAM,,,,,,,,,,,,,,2,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,FOOD,,,,,,,,,,,,,,4,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,FXNC,,,,,,,,,,,,,,8,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,HGTV,,,,,,,,,,,,,,6,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,LIF,,,,,,,,,,,,,,6,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,TBS,,,,,,,,,,,,,,4,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,TLC,,,,,,,,,,,,,,3,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,TNT,,,,,,,,,,,,,,4,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Fri,0900A-0300P,USA,,,,,,,,,,,,,,6,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,BET,,,,,,,,,,,,,,5,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,BRVO,,,,,,,,,,,,,,4,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,CNN,,,,,,,,,,,,,,9,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,ESPN,,,,,,,,,,,,,,15,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,FAM,,,,,,,,,,,,,,3,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,FOOD,,,,,,,,,,,,,,5,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,FXNC,,,,,,,,,,,,,,14,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,HGTV,,,,,,,,,,,,,,7,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,LIF,,,,,,,,,,,,,,8,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,TBS,,,,,,,,,,,,,,7,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,TLC,,,,,,,,,,,,,,4,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,TNT,,,,,,,,,,,,,,8,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0300P-0700P,USA,,,,,,,,,,,,,,8,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,BET,,,,,,,,,,,,,,8,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,BRVO,,,,,,,,,,,,,,8,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,CNN,,,,,,,,,,,,,,14,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,ESPN,,,,,,,,,,,,,,23,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,FAM,,,,,,,,,,,,,,6,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,FOOD,,,,,,,,,,,,,,8,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,FXNC,,,,,,,,,,,,,,20,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,HGTV,,,,,,,,,,,,,,14,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,LIF,,,,,,,,,,,,,,14,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,TBS,,,,,,,,,,,,,,15,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,TLC,,,,,,,,,,,,,,6,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,TNT,,,,,,,,,,,,,,17,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,Mon-Sun,0700P-1200A,USA,,,,,,,,,,,,,,17,,,,,,
Cox - West Acadiana 1995, West Acadiana 1995,A-U,0600A-0300P,BET,,,,,,,,,,,,,,3,,,,,,
